#Country,Source Type,Date Time,Latitude,Longitude,Depth,Yield,Name,
USA,Atmospheric,10/26/1958 04:00:00,37.1814,-116.0686,-0.01,0.0007,CERES:Hardtack II,
USA,Atmospheric,10/26/1958 10:20:00,36.7981,-115.9289,-0.46,4.9,SANFORD:Hardtack II,
USA,Atmospheric,10/26/1958 16:00:00,37.0867,-116.0236,-0.46,2.2,DE BACA:Hardtack II,
USA,Atmospheric,10/27/1958 14:30:00,37.04,-116.04,-0.015,0.0006,CHAVES/CHAVEZ:Hardtack II,
USA,Underground,10/29/1958 00:00:00,37.195,-116.206,0.256,0.055,EVANS,Rainier Mesa
USA,Atmospheric,10/29/1958 11:20:00,37.12,-116.04,-0.015,,MAZAMA:Hardtack II,
USA,Atmospheric,10/29/1958 14:45:00,37.0478,-116.0247,-0.01,0.0078,HUMBOLDT:Hardtack II,
USA,Atmospheric,10/30/1958 03:00:00,37.0867,-116.0236,-0.46,1.3,SANTA FE:Hardtack II,
USA,Atmospheric,10/30/1958 11:00:00,37.12,-116.03,0,,GANYMEDE:Hardtack II,
USA,Underground,10/30/1958 15:00:00,37.186,-116.203,0.301,22,BLANCA,Rainier Mesa
USA,Atmospheric,10/30/1958 20:34:00,37.1772,-116.0692,-0.01,0.0002,TITANIA:Hardtack II,
SOV,Atmospheric,11/01/1958 00:00:00,49,46,-12,10,,
SOV,Atmospheric,11/03/1958 00:00:00,49,46,-22.5,10,,
FRA,Atmospheric,02/13/1960 07:04:00,26.3117,-0.0572,-0.1,65,GERBOISE BLEUE,
FRA,Atmospheric,04/01/1960 06:17:00,26.1661,-0.1025,0,10,GERBOISE BLANCHE,
FRA,Atmospheric,12/27/1960 07:30:00,26.3536,-0.1236,-0.05,8,GERBOISE ROUGE,
FRA,Atmospheric,04/25/1961 06:00:00,26.3217,-0.0733,-0.05,0.5,GERBOISE VERTE,
SOV,Atmospheric,09/01/1961 00:00:00,50.438,77.814,,16,,
SOV,Atmospheric,09/04/1961 05:00:27,50.438,77.814,,9,,
SOV,Atmospheric,09/05/1961 06:00:05,50.438,77.814,,16,,
SOV,Atmospheric,09/06/1961 00:00:00,48.45,44.3,-22.7,11,,
SOV,Atmospheric,09/06/1961 00:00:00,50.438,77.814,,1.1,,
SOV,Atmospheric,09/09/1961 00:00:00,50.438,77.814,0,0.38,,
SOV,Atmospheric,09/10/1961 00:00:00,50.438,77.814,,0.88,,
SOV,Atmospheric,09/10/1961 09:00:09,73.85,54.5,-2,2700,,
SOV,Atmospheric,09/10/1961 11:00:00,73.85,54.5,-0.39,12,,
SOV,Atmospheric,09/11/1961 00:00:00,50.438,77.814,,0.3,,
SOV,Atmospheric,09/12/1961 10:08:15,73.85,54.5,-1.19,1150,,
SOV,Atmospheric,09/13/1961 00:00:00,73.85,54.5,-0.25,6,,
SOV,Atmospheric,09/13/1961 05:01:56,50.438,77.814,,20,,
SOV,Atmospheric,09/14/1961 05:59:59,50.438,77.814,0,0.4,,
SOV,Atmospheric,09/14/1961 09:56:17,73.85,54.5,-1.7,1200,,
USA,Underground,09/15/1961 17:00:00,37.188,-116.209,0.402,2.6,ANTLER,Rainier Mesa
SOV,Atmospheric,09/16/1961 09:08:14,73.85,54.5,,830,,
USA,Underground,09/16/1961 19:45:00,37.048,-116.034,0.098,20,SHREW,US Yucca Flat
SOV,Atmospheric,09/17/1961 07:00:47,50.438,77.814,,150,,
SOV,Atmospheric,09/18/1961 00:00:00,50.438,77.814,-0.001,0.004,,
SOV,Atmospheric,09/18/1961 00:00:00,50.438,77.814,,0.75,,
SOV,Atmospheric,09/18/1961 07:59:37,73.85,54.5,-1.5,1000,,
SOV,Atmospheric,09/19/1961 00:00:00,50.438,77.814,0,0.03,,
SOV,Atmospheric,09/20/1961 00:00:00,50.438,77.814,,4.8,,
SOV,Atmospheric,09/20/1961 08:12:12,73.85,54.5,-1.6,1500,,
SOV,Atmospheric,09/21/1961 14:01:02,50.438,77.814,,0.8,,
SOV,Atmospheric,09/22/1961 08:11:00,73.85,54.5,-1.3,260,,
SOV,Atmospheric,09/26/1961 07:01:20,50.438,77.814,,1.2,,
SOV,Atmospheric,10/01/1961 00:00:00,50.438,77.814,,3,,
USA,Underground,10/01/1961 21:30:00,37.048,-116.035,0.101,20,BOOMER,US Yucca Flat
SOV,Atmospheric,10/02/1961 10:30:50,73.85,54.5,-1.5,250,,
SOV,Atmospheric,10/04/1961 07:01:20,50.438,77.814,,13,,
SOV,Atmospheric,10/04/1961 07:30:55,73.85,54.5,-2.1,10000,,
SOV,Atmospheric,10/06/1961 00:00:00,48.45,44.3,-41.3,40,,
SOV,Atmospheric,10/06/1961 07:00:12,73.85,54.5,-2.7,4000,,
SOV,Atmospheric,10/08/1961 00:00:00,73.85,54.5,-1.45,15,,
USA,Underground,10/10/1961 18:00:00,37.194,-116.208,0.255,20,CHENA,Rainier Mesa
SOV,Underground,10/11/1961 07:40:00,49.7739,77.9886,0.116,1,,
SOV,Atmospheric,10/12/1961 05:31:04,50.438,77.814,,15,,
SOV,Atmospheric,10/17/1961 07:00:01,50.438,77.814,,6.6,,
SOV,Atmospheric,10/19/1961 05:30:43,50.438,77.814,,20,,
SOV,Atmospheric,10/20/1961 08:07:02,73.85,54.5,,1450,,
SOV,Atmospheric,10/23/1961 08:31:22,73.85,54.5,-3.5,12500,,
SOV,Underwater,10/23/1961 10:30:47,70.703,54.6,0.02,4.8,,Novaya Zemlya
SOV,Atmospheric,10/25/1961 00:00:00,50.438,77.814,,0.5,,
SOV,Atmospheric,10/25/1961 08:31:05,73.85,54.5,-1.45,300,,
SOV,Atmospheric,10/27/1961 00:00:00,49,46,-300,1.2,K1,
SOV,Atmospheric,10/27/1961 00:00:00,49,46,-150,1.2,K2,
SOV,Atmospheric,10/27/1961 08:30:27,70.73,54.59,-0.001,16,,
USA,Underground,10/29/1961 18:30:00,37.049,-116.032,0.192,20,MINK,US Yucca Flat
SOV,Atmospheric,10/30/1961 00:00:00,50.438,77.814,,0.09,,
SOV,Atmospheric,10/30/1961 08:33:28,73.85,54.5,-4,50000,,
SOV,Atmospheric,10/31/1961 08:29:17,73.85,54.5,-2.2,5000,,
SOV,Atmospheric,10/31/1961 08:38:00,73.85,54.5,-1.53,1500,,
SOV,Atmospheric,11/01/1961 00:00:00,50.438,77.814,,2.7,,
SOV,Atmospheric,11/02/1961 00:00:00,73.85,54.5,-1.5,280,,
SOV,Atmospheric,11/02/1961 00:00:00,50.438,77.814,,0.6,,
SOV,Atmospheric,11/02/1961 08:41:00,73.85,54.5,-1.4,120,,
SOV,Atmospheric,11/03/1961 00:00:00,50.438,77.814,0,,,
SOV,Atmospheric,11/03/1961 00:00:00,50.438,77.814,,0.9,,
SOV,Atmospheric,11/04/1961 00:00:00,73.85,54.5,-1.77,15,,
SOV,Atmospheric,11/04/1961 00:00:00,73.85,54.5,-2.24,6,,
SOV,Atmospheric,11/04/1961 00:00:00,50.438,77.814,0,0.2,,
SOV,Atmospheric,11/04/1961 07:20:20,73.85,54.5,-1.75,1500,,
FRA,Underground,11/07/1961 11:30:00,24.0571,5.0521,,10,AGATE,Sahara
USA,Underground,12/03/1961 23:05:00,37.046,-116.029,0.364,13.4,FISHER,US Yucca Flat
USA,Underground,12/10/1961 19:00:00,32.264,-103.866,0.361,3,GNOME,
USA,Underground,12/13/1961 18:00:00,37.127,-116.05,0.181,0.5,MAD,US Yucca Flat
USA,Underground,12/17/1961 16:35:00,37.043,-116.026,0.363,20,RINGTAIL,US Yucca Flat
USA,Underground,12/22/1961 16:30:00,37.195,-116.209,0.247,0.15,FEATHER,Rainier Mesa
USA,Underground,01/09/1962 16:30:00,37.045,-116.036,0.302,5.1,STOAT,US Yucca Flat
USA,Underground,01/18/1962 18:00:00,37.047,-116.035,0.261,6.4,AGOUTI,US Yucca Flat
USA,Underground,01/30/1962 18:00:00,37.047,-116.024,0.363,20,DORMOUSE,US Yucca Flat
SOV,Underground,02/02/1962 08:00:00,49.785,77.9969,0.238,20,,
USA,Underground,02/08/1962 18:00:00,37.127,-116.054,0.181,3.07,STILLWATER,US Yucca Flat
USA,Underground,02/09/1962 16:30:00,37.044,-116.04,0.24,7.1,ARMADILLO,US Yucca Flat
USA,Underground,02/15/1962 18:00:00,37.226,-116.06,0.287,5.7,HARD HAT,US Yucca Flat
USA,Underground,02/19/1962 16:30:00,37.049,-116.03,0.15,1.9,CHINCHILLA I,US Yucca Flat
USA,Underground,02/19/1962 17:50:00,37.127,-116.038,0.212,20,CODSAW,US Yucca Flat
USA,Underground,02/23/1962 18:00:00,37.129,-116.049,0.305,11.9,CIMARRON,US Yucca Flat
USA,Underground,02/24/1962 16:30:00,37.048,-116.033,0.058,20,PLATYPUS,US Yucca Flat
USA/GBR,Underground,03/01/1962 19:10:00,37.041,-116.03,0.363,9.5,PAMPAS,UK Yucca Flat
USA,Underground,03/05/1962 18:15:00,37.111,-116.366,0.034,0.43,DANNY BOY,Southwestern NTS
USA,Underground,03/06/1962 16:30:00,37.148,-116.035,0.073,20,ERMINE,US Yucca Flat
USA,Underground,03/08/1962 18:00:00,37.112,-116.05,0.256,8.4,BRAZOS,US Yucca Flat
USA,Underground,03/15/1962 16:30:00,37.044,-116.032,0.24,20,HOGNOSE,US Yucca Flat
USA,Underground,03/28/1962 18:00:00,37.124,-116.035,0.187,3.4,HOOSIC,US Yucca Flat
USA,Underground,03/31/1962 18:00:00,37.147,-116.038,0.137,20,CHINCHILLA II,US Yucca Flat
USA,Underground,04/05/1962 18:00:00,37.044,-116.024,0.261,10.6,DORMOUSE PRIME,US Yucca Flat
USA,Underground,04/06/1962 18:00:00,37.118,-116.045,0.233,20,PASSAIC,US Yucca Flat
USA,Underground,04/12/1962 18:00:00,37.127,-116.046,0.151,20,HUDSON,US Yucca Flat
USA,Underground,04/14/1962 18:00:00,37.222,-116.158,0.191,1.85,PLATTE,Rainier Mesa
USA,Underground,04/21/1962 18:40:00,37.119,-116.032,0.193,20,DEAD,US Yucca Flat
USA,Atmospheric,04/25/1962 15:46:00,1.65,-157.27,-0.88,190,ADOBE:Dominic,
USA,Atmospheric,04/27/1962 16:02:00,1.65,-157.27,-0.8,410,AZTEC:Dominic,
USA,Underground,04/27/1962 18:00:00,37.118,-116.039,0.218,20,BLACK,US Yucca Flat
FRA,Underground,05/01/1962 10:00:00,24.063,5.0418,,40,BERYL,Sahara
USA,Atmospheric,05/02/1962 18:02:00,1.583,-157.22,-1.53,1090,ARKANSAS:Dominic,
USA,Atmospheric,05/04/1962 19:05:00,1.583,-157.22,-1.59,670,QUESTA:Dominic,
USA,Atmospheric,05/06/1962 14:30:16,4.8333,-149.4167,-3.35,1000,FRIGATE BIRD:Dominic,
USA,Underground,05/07/1962 19:33:00,37.047,-116.026,0.258,20,PACA,US Yucca Flat
USA,Atmospheric,05/08/1962 18:01:00,1.65,-157.27,-0.88,100,YUKON:Dominic,
USA,Atmospheric,05/09/1962 17:01:00,1.65,-157.27,-0.75,100,MESILLA:Dominic,
USA,Underground,05/10/1962 15:00:00,37.128,-116.049,0.166,20,ARIKAREE,US Yucca Flat
USA,Atmospheric,05/11/1962 15:37:00,1.65,-157.27,-0.91,50,MUSKEGON:Dominic,
USA,Underwater,05/11/1962 20:02:12,31.25,-124.21,0.204,20,SWORDFISH,
USA,Atmospheric,05/12/1962 17:03:00,1.62,-157.25,-1.68,500,ENCINO:Dominic,
USA,Underground,05/12/1962 19:00:00,37.065,-116.031,0.434,40,AARDVARK,US Yucca Flat
USA,Atmospheric,05/14/1962 15:22:00,1.65,-157.27,-0.9,97,SWANEE:Dominic,
USA,Underground,05/19/1962 15:00:00,37.123,-116.048,0.218,4.5,EEL,US Yucca Flat
USA,Atmospheric,05/19/1962 15:37:00,1.65,-157.27,-2.1,73,CHETCO:Dominic,
USA,Underground,05/25/1962 15:00:00,37.125,-116.053,0.193,20,WHITE,US Yucca Flat
USA,Atmospheric,05/25/1962 16:09:00,1.65,-157.27,-2.75,2.6,TANANA:Dominic,
USA,Atmospheric,05/27/1962 17:03:00,1.65,-157.27,-2.18,43,NAMBE:Dominic,
USA,Underground,06/01/1962 17:00:00,37.046,-116.035,0.164,20,RACCOON,US Yucca Flat
USA,Underground,06/06/1962 17:00:00,37.046,-116.046,0.262,20,PACKRAT,US Yucca Flat
USA,Atmospheric,06/08/1962 17:03:00,1.583,-157.22,-2.7,782,ALMA:Dominic,
USA,Atmospheric,06/09/1962 15:37:00,1.65,-157.27,-2.12,210,TRUCKEE:Dominic,
USA,Atmospheric,06/10/1962 07:01:00,1.5,-157.23,-2.54,3000,YESO:Dominic,
USA,Atmospheric,06/12/1962 15:37:00,1.55,-157.2,-4.16,1200,HARLEM:Dominic,
USA,Underground,06/13/1962 21:00:00,37.222,-116.163,0.201,,DES MOINES,Rainier Mesa
USA,Atmospheric,06/15/1962 16:01:00,1.55,-157.2,-2.78,800,RINCONADA:Dominic,
USA,Atmospheric,06/17/1962 16:01:00,1.65,-157.27,-2.77,52,DULCE:Dominic,
USA,Atmospheric,06/19/1962 15:01:00,1.55,-157.2,-4.57,2.2,PETIT:Dominic,
USA,Underground,06/21/1962 17:00:00,37.043,-116.031,0.26,20,DAMAN I,US Yucca Flat
USA,Atmospheric,06/22/1962 16:01:00,1.65,-157.27,-2.75,81.5,OTOWI:Dominic,
USA,Atmospheric,06/27/1962 15:19:00,1.33,-157.2,-3.6,7650,BIGHORN:Dominic,
USA,Underground,06/27/1962 18:00:00,37.042,-116.036,0.408,67,HAYMAKER,US Yucca Flat
USA,Underground,06/28/1962 17:00:00,37.009,-116.202,0.311,20,MARSHMALLOW,Southwestern NTS
USA,Atmospheric,06/30/1962 15:21:00,1.4,-157.22,-1.52,1270,BLUESTONE:Dominic,
USA,Underground,06/30/1962 21:30:00,37.117,-116.048,0.149,20,SACRAMENTO,US Yucca Flat
USA,Underground,07/06/1962 17:00:00,37.177,-116.046,0.194,104,SEDAN,US Yucca Flat
USA,Atmospheric,07/07/1962 19:00:00,37.11,-116.3,-0.001,0.022,LITTLE FELLER II:Sunbeam,
USA,Atmospheric,07/09/1962 09:00:00,16.5,-169.7,-400,1400,STARFISH PRIME:Fishbowl,
USA,Atmospheric,07/10/1962 16:33:00,1.55,-157.2,-1.52,1000,SUNSET:Dominic,
USA,Atmospheric,07/11/1962 15:37:00,1.4,-157.22,-4.37,3880,PAMLICO:Dominic,
USA,Underground,07/11/1962 16:45:00,37.122,-116.334,0.001,0.5,JOHNNIE BOY,Southwestern NTS
USA,Underground,07/13/1962 16:00:00,37.055,-116.034,0.413,200,MERRIMAC,US Yucca Flat
USA,Atmospheric,07/14/1962 18:30:00,36.8,-115.92,-0.003,12,SMALL BOY:Sunbeam,
USA,Atmospheric,07/17/1962 17:00:00,37.09,-116.32,-0.013,0.018,LITTLE FELLER I:Sunbeam,
USA,Underground,07/27/1962 21:00:00,37.13,-116.057,0.15,20,WICHITA,US Yucca Flat
SOV,Atmospheric,08/01/1962 00:00:00,50.438,77.814,,2.4,,
SOV,Atmospheric,08/03/1962 00:00:00,50.438,77.814,,1.6,,
SOV,Atmospheric,08/04/1962 00:00:00,50.438,77.814,,3.8,,
SOV,Atmospheric,08/05/1962 09:08:46,73.85,54.5,-3.6,21100,,
SOV,Atmospheric,08/07/1962 03:00:00,50.438,77.814,,9.9,,
SOV,Atmospheric,08/10/1962 09:00:00,73.85,54.5,-1.56,1500,,
SOV,Atmospheric,08/18/1962 00:00:00,50.438,77.814,,5.8,,
SOV,Atmospheric,08/18/1962 00:00:00,50.438,77.814,,7.4,,
SOV,Atmospheric,08/20/1962 09:02:14,73.85,54.5,-2.5,2800,,
SOV,Atmospheric,08/21/1962 00:00:00,50.438,77.814,,150,,
SOV,Atmospheric,08/22/1962 00:00:00,50.438,77.814,,3,,
SOV,Atmospheric,08/22/1962 00:00:00,73.85,54.5,-1.7,1600,,
SOV,Atmospheric,08/22/1962 09:00:00,71,53.5,0,6,,
SOV,Atmospheric,08/23/1962 00:00:00,50.438,77.814,,2.5,,
USA,Underground,08/24/1962 15:00:00,37.119,-116.04,0.226,20,YORK,US Yucca Flat
USA,Underground,08/24/1962 17:00:00,37.046,-116.025,0.206,20,BOBAC,US Yucca Flat
SOV,Atmospheric,08/25/1962 05:40:00,50.438,77.814,,20,,
SOV,Atmospheric,08/25/1962 09:00:00,73.85,54.5,-2.98,10000,,
SOV,Atmospheric,08/27/1962 00:00:00,50.438,77.814,,11,,
SOV,Atmospheric,08/27/1962 09:00:51,73.85,54.5,-3,4200,,
SOV,Atmospheric,08/31/1962 00:00:00,50.438,77.814,,2.7,,
SOV,Atmospheric,09/02/1962 00:00:00,73.85,54.5,-1.3,80,,
USA,Underground,09/06/1962 17:00:00,37.13,-116.046,0.157,20,RARITAN,US Yucca Flat
SOV,Atmospheric,09/08/1962 10:17:58,73.85,54.5,-1.73,1900,,
USA,Underground,09/14/1962 17:10:00,37.044,-116.022,0.217,20,HYRAX,US Yucca Flat
SOV,Atmospheric,09/15/1962 08:02:14,73.85,54.5,,3100,,
SOV,Atmospheric,09/16/1962 10:59:11,73.85,54.5,,3250,,
SOV,Atmospheric,09/18/1962 08:29:03,73.85,54.5,-2,1350,,
SOV,Atmospheric,09/19/1962 11:00:56,73.85,54.5,-3.28,10000,,
USA,Underground,09/20/1962 17:00:00,37.055,-116.03,0.241,20,PEBA,US Yucca Flat
SOV,Atmospheric,09/21/1962 08:00:00,73.85,54.5,-3,2400,,
SOV,Atmospheric,09/22/1962 00:00:00,50.438,77.814,0,0.21,,
SOV,Atmospheric,09/24/1962 00:00:00,50.438,77.814,,1.2,,
SOV,Atmospheric,09/25/1962 00:00:00,50.438,77.814,0,7,,
SOV,Atmospheric,09/25/1962 13:02:32,73.85,54.5,-4.09,19100,,
SOV,Atmospheric,09/27/1962 08:03:16,73.85,54.5,-3.9,10000,,
SOV,Atmospheric,09/28/1962 00:00:00,50.438,77.814,,1.3,,
USA,Underground,09/29/1962 17:00:00,37.117,-116.034,0.211,20,ALLEGHENY,US Yucca Flat
USA,Atmospheric,10/02/1962 16:18:00,13.8,-172.2,-3.13,75,ANDROSCOGGIN:Dominic,
USA,Underground,10/05/1962 17:00:00,37.139,-116.051,0.494,115,MISSISSIPPI,US Yucca Flat
USA,Atmospheric,10/06/1962 16:03:00,14.5,-168.3,-3.05,11.3,BUMPING:Dominic,
SOV,Atmospheric,10/07/1962 16:32:00,73.85,54.5,-1.4,320,,
SOV,Atmospheric,10/09/1962 00:00:00,73.85,54.5,-3,15,,
SOV,Atmospheric,10/09/1962 00:00:00,50.438,77.814,,8,,
SOV,Atmospheric,10/10/1962 00:00:00,50.438,77.814,,9.2,,
USA,Underground,10/12/1962 15:00:00,37.049,-116.033,0.155,20,ROANOKE,US Yucca Flat
USA,Underground,10/12/1962 17:00:00,37.123,-116.052,0.073,20,WOLVERINE,US Yucca Flat
SOV,Atmospheric,10/13/1962 00:00:00,50.438,77.814,,4.9,,
SOV,Atmospheric,10/14/1962 00:00:00,50.438,77.814,,20,,
USA,Underground,10/18/1962 15:00:00,37.129,-116.041,0.059,20,TIOGA,US Yucca Flat
USA,Atmospheric,10/18/1962 16:01:00,14.5,-168.5,-3.65,1590,CHAMA:Dominic,
USA,Underground,10/19/1962 18:00:00,37.039,-116.022,0.241,12.5,BANDICOOT,US Yucca Flat
SOV,Atmospheric,10/20/1962 00:00:00,50.438,77.814,,6.7,,
USA,Atmospheric,10/20/1962 08:30:00,16.1,-169.6,-10,20,CHECKMATE:Fishbowl,
SOV,Atmospheric,10/22/1962 03:40:45,46,72,-290,300,K3,
SOV,Atmospheric,10/22/1962 09:06:10,73.85,54.5,-3.23,8200,,
USA,Atmospheric,10/26/1962 10:00:00,16.4,-169.7,-10,1000,BLUEGILL 3 PRIME:Fishbowl,
SOV,Atmospheric,10/27/1962 07:35:00,73.85,54.5,-1.55,260,,
USA,Underground,10/27/1962 15:00:00,37.149,-116.054,0.319,20,SANTEE,US Yucca Flat
USA,Atmospheric,10/27/1962 15:46:00,14.5,-168.3,-3.59,800,CALAMITY:Dominic,
SOV,Atmospheric,10/28/1962 00:00:00,50.438,77.814,,7.8,,
SOV,Atmospheric,10/28/1962 00:00:00,50.438,77.814,,7.8,,
SOV,Atmospheric,10/28/1962 04:21:20,46,72,-150,300,K4,
SOV,Atmospheric,10/29/1962 07:35:00,73.85,54.5,-1.55,360,,
SOV,Atmospheric,10/30/1962 00:00:00,73.85,54.5,-1.5,280,,
SOV,Atmospheric,10/30/1962 00:00:00,50.438,77.814,,1.2,,
USA,Atmospheric,10/30/1962 16:01:00,13.6,-172.2,-3.7,8300,HOUSATONIC:Dominic,
SOV,Atmospheric,10/31/1962 00:00:00,50.438,77.814,,10,,
SOV,Atmospheric,11/01/1962 06:30:00,73.85,54.5,-1.5,240,,
SOV,Atmospheric,11/01/1962 09:12:00,46,72,-59,300,K5,
SOV,Atmospheric,11/01/1962 09:20:00,50.438,77.814,,3,,
USA,Atmospheric,11/01/1962 12:10:00,16.1,-169.9,-10,1000,KINGFISH:Fishbowl,
SOV,Atmospheric,11/03/1962 00:00:00,50.438,77.814,,4.7,,
SOV,Atmospheric,11/03/1962 00:00:00,73.85,54.5,-0.71,45,,
SOV,Atmospheric,11/03/1962 08:31:00,73.85,54.5,-4,390,,
SOV,Atmospheric,11/04/1962 00:00:00,50.438,77.814,,8.4,,
USA,Atmospheric,11/04/1962 07:30:00,16.8,-169.7,-10,20,TIGHTROPE:Fishbowl,
SOV,Atmospheric,11/05/1962 00:00:00,50.438,77.814,-0.015,0.4,,
USA,Underground,11/09/1962 18:00:00,37.164,-116.074,0.167,20,ST. LAWRENCE,US Yucca Flat
SOV,Atmospheric,11/11/1962 00:00:00,50.438,77.814,-0.008,0.1,,
SOV,Atmospheric,11/13/1962 00:00:00,50.438,77.814,0,,,
SOV,Atmospheric,11/14/1962 00:00:00,50.438,77.814,,12,,
USA,Underground,11/15/1962 16:30:00,37.042,-116.025,0.241,20,GUNDI,US Yucca Flat
SOV,Atmospheric,11/17/1962 00:00:00,50.438,77.814,,18,,
SOV,Atmospheric,11/24/1962 00:00:00,50.438,77.814,0,,,
SOV,Atmospheric,11/26/1962 00:00:00,50.438,77.814,0,0.031,,
USA,Underground,11/27/1962 18:00:00,37.123,-116.03,0.228,5.2,ANACOSTIA,US Yucca Flat
SOV,Atmospheric,12/01/1962 00:00:00,50.438,77.814,,2.4,,
USA,Underground,12/04/1962 16:00:00,37.128,-116.051,0.227,20,TAUNTON,US Yucca Flat
USA/GBR,Underground,12/07/1962 19:00:00,37.052,-116.03,0.303,20,TENDRAC,UK Yucca Flat
USA,Underground,12/12/1962 17:25:00,37.172,-116.203,0.402,20,MADISON,Rainier Mesa
USA,Underground,12/12/1962 18:45:00,37.046,-116.016,0.232,20,NUMBAT,US Yucca Flat
USA,Underground,12/14/1962 18:00:00,37.124,-116.041,0.06,20,MANATEE,US Yucca Flat
SOV,Atmospheric,12/18/1962 00:00:00,73.85,54.5,-1.5,69,,
SOV,Atmospheric,12/18/1962 10:45:00,73.85,54.5,-1.6,110,,
SOV,Atmospheric,12/20/1962 00:00:00,73.85,54.5,-1.07,8.3,,
SOV,Atmospheric,12/22/1962 00:00:00,73.85,54.5,-1.05,6.3,,
SOV,Atmospheric,12/23/1962 00:00:00,50.438,77.814,0,,,
SOV,Atmospheric,12/23/1962 00:00:00,73.85,54.5,-1.47,8.3,,
SOV,Atmospheric,12/23/1962 00:00:00,73.85,54.5,-1.27,2.4,,
SOV,Atmospheric,12/23/1962 11:15:00,73.85,54.5,-1.46,430,,
SOV,Atmospheric,12/24/1962 00:00:00,50.438,77.814,0,0.028,,
SOV,Atmospheric,12/24/1962 00:00:00,50.438,77.814,0,0.007,,
SOV,Atmospheric,12/24/1962 10:44:22,73.85,54.5,-1.32,1100,,
SOV,Atmospheric,12/24/1962 11:11:42,73.85,54.5,-3.75,24200,,
SOV,Atmospheric,12/25/1962 00:00:00,73.85,54.5,-0.99,8.5,,
SOV,Atmospheric,12/25/1962 13:35:57,73.85,54.5,-2.25,3100,,
USA,Underground,02/08/1963 16:00:00,37.126,-116.04,0.303,20,CASSELMAN,US Yucca Flat
USA,Underground,02/08/1963 16:00:01,37.058,-116.03,0.061,20,HATCHIE,US Yucca Flat
USA,Underground,02/08/1963 18:30:00,37.149,-116.053,0.326,20,FERRET,US Yucca Flat
USA,Underground,02/08/1963 18:30:00,37.046,-116.022,0.261,20,ACUSHI,US Yucca Flat
USA,Underground,02/15/1963 17:00:00,37.049,-116.033,0.059,20,CHIPMUNK,US Yucca Flat
USA,Underground,02/21/1963 19:47:00,37.12,-116.047,0.227,3,KAWEAH,US Yucca Flat
USA,Underground,02/21/1963 19:47:09,37.155,-116.081,0.163,20,CARMEL,US Yucca Flat
USA,Underground,03/01/1963 19:00:00,37.044,-116.027,0.301,20,JERBOA,US Yucca Flat
USA,Underground,03/15/1963 16:22:53,37.126,-116.046,0.131,20,TOYAH,US Yucca Flat
FRA,Underground,03/18/1963 10:02:00,24.0413,5.0521,,10,EMERAUDE,Sahara
USA,Underground,03/29/1963 15:49:00,37.042,-116.019,0.28,20,GERBIL,US Yucca Flat
FRA,Underground,03/30/1963 09:59:00,24.0433,5.057,,2.5,AMETHYSTE,Sahara
USA,Underground,04/05/1963 17:52:00,37.037,-116.025,0.242,20,FERRET PRIME,US Yucca Flat
USA,Underground,04/10/1963 16:01:30,37.049,-116.031,0.075,20,COYPU,US Yucca Flat
USA,Underground,04/11/1963 16:03:00,37.157,-116.072,0.226,20,CUMBERLAND,US Yucca Flat
USA,Underground,04/24/1963 16:09:30,37.12,-116.037,0.057,20,PAISANO,US Yucca Flat
USA,Underground,04/24/1963 16:09:30,37.121,-116.037,0.182,20,KOOTANAI,US Yucca Flat
USA,Underground,05/09/1963 18:19:00,37.049,-116.016,0.272,20,GUNDI PRIME,US Yucca Flat
USA,Atmospheric,05/15/1963 09:55:00,37.706,-116.9872,0,,DOUBLE TRACKS:Roller Coaster,
USA,Underground,05/17/1963 14:55:00,37.048,-116.033,0.241,20,HARKEE,US Yucca Flat
USA,Underground,05/17/1963 14:55:00,37.044,-116.017,0.075,20,TEJON,US Yucca Flat
USA,Underground,05/22/1963 15:40:00,37.111,-116.04,0.393,200,STONES,US Yucca Flat
USA,Atmospheric,05/25/1963 11:17:00,37.7086,-116.657,0,,CLEAN SLATE I:Roller Coaster,
USA,Underground,05/29/1963 15:03:30,37.128,-116.043,0.211,20,PLEASANT,US Yucca Flat
USA,Atmospheric,05/31/1963 10:47:00,37.7612,-116.6135,0,,CLEAN SLATE II:Roller Coaster,
USA,Underground,06/05/1963 17:00:00,37.197,-116.21,0.243,3.1,YUBA,Rainier Mesa
USA,Underground,06/06/1963 14:00:00,37.044,-116.037,0.135,20,HUTIA,US Yucca Flat
USA,Underground,06/06/1963 16:58:00,37.125,-116.041,0.089,20,APSHAPA,US Yucca Flat
USA,Atmospheric,06/09/1963 10:30:00,37.7592,-116.6802,0,,CLEAN SLATE III:Roller Coaster,
USA,Underground,06/14/1963 14:10:00,37.046,-116.019,0.196,20,MATACO,US Yucca Flat
USA,Underground,06/25/1963 23:00:00,37.131,-116.069,0.226,20,KENNEBEC,US Yucca Flat
USA,Underground,08/12/1963 23:45:00,37.042,-116.017,0.302,20,PEKAN,US Yucca Flat
USA,Underground,08/15/1963 13:00:00,37.154,-116.077,0.225,20,SATS0P,US Yucca Flat
USA,Underground,08/23/1963 13:20:00,37.125,-116.036,0.255,20,KOHOCTON,US Yucca Flat
USA,Underground,08/23/1963 13:30:00,37.125,-116.036,0.059,20,NATCHES,US Yucca Flat
USA,Underground,09/13/1963 13:53:00,37.163,-116.082,0.226,20,AHTANUM,US Yucca Flat
